shift_id,date,shift,unit,nurse_id,nurse_name,license_type,is_charge_nurse,nurses_on_duty_total,unit_patient_count,nurse_patient_assignment,ratio_as_recorded,charge_nurse_included_error,is_shift_violation,legal_max_ratio,notes
SH-1338,2024-07-29,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,30,5,5.0,False,False,5,
SH-1338,2024-07-29,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,30,5,5.0,False,False,5,
SH-1338,2024-07-29,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,30,5,5.0,False,False,5,
SH-1338,2024-07-29,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,30,5,5.0,False,False,5,
SH-1339,2024-07-29,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,3,6,2,2.0,False,False,3,
SH-1339,2024-07-29,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,3,6,2,2.0,False,False,3,
SH-1339,2024-07-29,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,3,6,2,2.0,False,False,3,
SH-1340,2024-07-29,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,14,3.5,3.5,False,False,4,
SH-1340,2024-07-29,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,14,3.5,3.5,False,False,4,
SH-1340,2024-07-29,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,14,3.5,3.5,False,False,4,
SH-1340,2024-07-29,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,14,3.5,3.5,False,False,4,
SH-1341,2024-07-29,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,3,12,4,4.0,False,False,4,
SH-1341,2024-07-29,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,3,12,4,4.0,False,False,4,
SH-1341,2024-07-29,Day (07:00-19:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,12,4,4.0,False,False,4,
SH-1342,2024-07-29,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,17,5.67,5.67,False,False,6,
SH-1342,2024-07-29,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,17,5.67,5.67,False,False,6,
SH-1342,2024-07-29,Day (07:00-19:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,17,5.67,5.67,False,False,6,
SH-1343,2024-07-29,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,10,2,2.0,False,False,2,
SH-1343,2024-07-29,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,5,10,2,2.0,False,False,2,
SH-1343,2024-07-29,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,10,2,2.0,False,False,2,
SH-1343,2024-07-29,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,10,2,2.0,False,False,2,
SH-1343,2024-07-29,Night (19:00-07:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,10,2,2.0,False,False,2,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,27,4.5,4.5,False,False,5,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,27,4.5,4.5,False,False,5,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,27,4.5,4.5,False,False,5,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,27,4.5,4.5,False,False,5,
SH-1344,2024-07-29,Night (19:00-07:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1345,2024-07-29,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,3,8,2.67,2.67,False,False,3,
SH-1345,2024-07-29,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,3,8,2.67,2.67,False,False,3,
SH-1345,2024-07-29,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,3,8,2.67,2.67,False,False,3,
SH-1346,2024-07-29,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,18,3.6,3.6,False,False,4,
SH-1346,2024-07-29,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,18,3.6,3.6,False,False,4,
SH-1346,2024-07-29,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,18,3.6,3.6,False,False,4,
SH-1346,2024-07-29,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,18,3.6,3.6,False,False,4,
SH-1346,2024-07-29,Night (19:00-07:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,18,3.6,3.6,False,False,4,
SH-1347,2024-07-29,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,12,4,4.0,False,False,4,
SH-1347,2024-07-29,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,12,4,4.0,False,False,4,
SH-1347,2024-07-29,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,12,4,4.0,False,False,4,
SH-1348,2024-07-29,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,18,6,6.0,False,False,6,
SH-1348,2024-07-29,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,18,6,6.0,False,False,6,
SH-1348,2024-07-29,Night (19:00-07:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,18,6,6.0,False,False,6,
SH-1349,2024-07-30,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,6,1.5,1.5,False,False,2,
SH-1349,2024-07-30,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,4,6,1.5,1.5,False,False,2,
SH-1349,2024-07-30,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,6,1.5,1.5,False,False,2,
SH-1349,2024-07-30,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,6,1.5,1.5,False,False,2,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,27,4.5,4.5,False,False,5,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,27,4.5,4.5,False,False,5,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,27,4.5,4.5,False,False,5,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,27,4.5,4.5,False,False,5,
SH-1350,2024-07-30,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1351,2024-07-30,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,3,6,2,2.0,False,False,3,
SH-1351,2024-07-30,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,3,6,2,2.0,False,False,3,
SH-1351,2024-07-30,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,3,6,2,2.0,False,False,3,
SH-1352,2024-07-30,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,19,3.8,3.8,False,False,4,
SH-1352,2024-07-30,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,19,3.8,3.8,False,False,4,
SH-1352,2024-07-30,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,19,3.8,3.8,False,False,4,
SH-1352,2024-07-30,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,19,3.8,3.8,False,False,4,
SH-1352,2024-07-30,Day (07:00-19:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,19,3.8,3.8,False,False,4,
SH-1353,2024-07-30,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,2,6,3,3.0,False,False,4,
SH-1353,2024-07-30,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,2,6,3,3.0,False,False,4,
SH-1354,2024-07-30,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,18,6,6.0,False,False,6,
SH-1354,2024-07-30,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,18,6,6.0,False,False,6,
SH-1354,2024-07-30,Day (07:00-19:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,18,6,6.0,False,False,6,
SH-1355,2024-07-30,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,6,1.5,1.5,False,False,2,
SH-1355,2024-07-30,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,4,6,1.5,1.5,False,False,2,
SH-1355,2024-07-30,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,6,1.5,1.5,False,False,2,
SH-1355,2024-07-30,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,6,1.5,1.5,False,False,2,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,27,4.5,4.5,False,False,5,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,27,4.5,4.5,False,False,5,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,27,4.5,4.5,False,False,5,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,27,4.5,4.5,False,False,5,
SH-1356,2024-07-30,Night (19:00-07:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,27,4.5,4.5,False,False,5,
SH-1357,2024-07-30,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,12,3,3.0,False,False,3,
SH-1357,2024-07-30,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,12,3,3.0,False,False,3,
SH-1357,2024-07-30,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,12,3,3.0,False,False,3,
SH-1357,2024-07-30,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,12,3,3.0,False,False,3,
SH-1358,2024-07-30,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,13,3.25,3.25,False,False,4,
SH-1358,2024-07-30,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,13,3.25,3.25,False,False,4,
SH-1358,2024-07-30,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,13,3.25,3.25,False,False,4,
SH-1358,2024-07-30,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,13,3.25,3.25,False,False,4,
SH-1359,2024-07-30,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,2,7,3.5,3.5,False,False,4,
SH-1359,2024-07-30,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,2,7,3.5,3.5,False,False,4,
SH-1360,2024-07-30,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,16,5.33,5.33,False,False,6,
SH-1360,2024-07-30,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,16,5.33,5.33,False,False,6,
SH-1360,2024-07-30,Night (19:00-07:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,16,5.33,5.33,False,False,6,
SH-1361,2024-07-31,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,7,1.75,1.75,False,False,2,
SH-1361,2024-07-31,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,4,7,1.75,1.75,False,False,2,
SH-1361,2024-07-31,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,7,1.75,1.75,False,False,2,
SH-1361,2024-07-31,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,7,1.75,1.75,False,False,2,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,29,4.83,4.83,False,False,5,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,29,4.83,4.83,False,False,5,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,29,4.83,4.83,False,False,5,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,29,4.83,4.83,False,False,5,
SH-1362,2024-07-31,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1363,2024-07-31,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,12,3,3.0,False,False,3,
SH-1363,2024-07-31,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,12,3,3.0,False,False,3,
SH-1363,2024-07-31,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,12,3,3.0,False,False,3,
SH-1363,2024-07-31,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,12,3,3.0,False,False,3,
SH-1364,2024-07-31,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,18,3.6,3.6,False,False,4,
SH-1364,2024-07-31,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,18,3.6,3.6,False,False,4,
SH-1364,2024-07-31,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,18,3.6,3.6,False,False,4,
SH-1364,2024-07-31,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,18,3.6,3.6,False,False,4,
SH-1364,2024-07-31,Day (07:00-19:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,18,3.6,3.6,False,False,4,
SH-1365,2024-07-31,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,3,11,3.67,3.67,False,False,4,
SH-1365,2024-07-31,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,3,11,3.67,3.67,False,False,4,
SH-1365,2024-07-31,Day (07:00-19:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,11,3.67,3.67,False,False,4,
SH-1366,2024-07-31,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,10,5,5.0,False,False,6,
SH-1366,2024-07-31,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,10,5,5.0,False,False,6,
SH-1367,2024-07-31,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,9,1.8,1.8,False,False,2,
SH-1367,2024-07-31,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,5,9,1.8,1.8,False,False,2,
SH-1367,2024-07-31,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,9,1.8,1.8,False,False,2,
SH-1367,2024-07-31,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,9,1.8,1.8,False,False,2,
SH-1367,2024-07-31,Night (19:00-07:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,9,1.8,1.8,False,False,2,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,29,4.83,4.83,False,False,5,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,29,4.83,4.83,False,False,5,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,29,4.83,4.83,False,False,5,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,29,4.83,4.83,False,False,5,
SH-1368,2024-07-31,Night (19:00-07:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1369,2024-07-31,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,10,2.5,2.5,False,False,3,
SH-1369,2024-07-31,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,4,10,2.5,2.5,False,False,3,
SH-1369,2024-07-31,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,10,2.5,2.5,False,False,3,
SH-1369,2024-07-31,Night (19:00-07:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,10,2.5,2.5,False,False,3,
SH-1370,2024-07-31,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,19,3.8,3.8,False,False,4,
SH-1370,2024-07-31,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,19,3.8,3.8,False,False,4,
SH-1370,2024-07-31,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,19,3.8,3.8,False,False,4,
SH-1370,2024-07-31,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,5,19,3.8,3.8,False,False,4,
SH-1370,2024-07-31,Night (19:00-07:00),Telemetry,RN-TEL-006,Omar Hassan,RN,False,5,19,3.8,3.8,False,False,4,
SH-1371,2024-07-31,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,2,8,4,4.0,False,False,4,
SH-1371,2024-07-31,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,2,8,4,4.0,False,False,4,
SH-1372,2024-07-31,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,11,5.5,5.5,False,False,6,
SH-1372,2024-07-31,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,11,5.5,5.5,False,False,6,
SH-1373,2024-08-01,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,10,2,2.0,False,False,2,
SH-1373,2024-08-01,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,5,10,2,2.0,False,False,2,
SH-1373,2024-08-01,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,10,2,2.0,False,False,2,
SH-1373,2024-08-01,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,10,2,2.0,False,False,2,
SH-1373,2024-08-01,Day (07:00-19:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,10,2,2.0,False,False,2,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,28,4.67,4.67,False,False,5,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,28,4.67,4.67,False,False,5,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,28,4.67,4.67,False,False,5,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,28,4.67,4.67,False,False,5,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,28,4.67,4.67,False,False,5,
SH-1374,2024-08-01,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,28,4.67,4.67,False,False,5,
SH-1375,2024-08-01,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,9,2.25,2.25,False,False,3,
SH-1375,2024-08-01,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,9,2.25,2.25,False,False,3,
SH-1375,2024-08-01,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,9,2.25,2.25,False,False,3,
SH-1375,2024-08-01,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,9,2.25,2.25,False,False,3,
SH-1376,2024-08-01,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,15,3.75,3.75,False,False,4,
SH-1376,2024-08-01,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,15,3.75,3.75,False,False,4,
SH-1376,2024-08-01,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,15,3.75,3.75,False,False,4,
SH-1376,2024-08-01,Day (07:00-19:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,15,3.75,3.75,False,False,4,
SH-1377,2024-08-01,Day (07:00-19:00),ED,RN-ED-002,Cath Dennis,RN,False,3,12,4,4.0,False,False,4,
SH-1377,2024-08-01,Day (07:00-19:00),ED,RN-ED-003,Mike Chan,RN,False,3,12,4,4.0,False,False,4,
SH-1377,2024-08-01,Day (07:00-19:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,12,4,4.0,False,False,4,
SH-1378,2024-08-01,Day (07:00-19:00),Psychiatric,RN-PSY-002,Amy West,RN,False,2,12,6,6.0,False,False,6,
SH-1378,2024-08-01,Day (07:00-19:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,2,12,6,6.0,False,False,6,
SH-1379,2024-08-01,Night (19:00-07:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,5,10,2,2.0,False,False,2,
SH-1379,2024-08-01,Night (19:00-07:00),ICU,RN-ICU-002,James Park,RN,False,5,10,2,2.0,False,False,2,
SH-1379,2024-08-01,Night (19:00-07:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,5,10,2,2.0,False,False,2,
SH-1379,2024-08-01,Night (19:00-07:00),ICU,RN-ICU-005,Angela Reyes,RN,False,5,10,2,2.0,False,False,2,
SH-1379,2024-08-01,Night (19:00-07:00),ICU,RN-ICU-006,Thomas Chen,RN,False,5,10,2,2.0,False,False,2,
SH-1380,2024-08-01,Night (19:00-07:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,5,22,4.4,4.4,False,False,5,
SH-1380,2024-08-01,Night (19:00-07:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,5,22,4.4,4.4,False,False,5,
SH-1380,2024-08-01,Night (19:00-07:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,5,22,4.4,4.4,False,False,5,
SH-1380,2024-08-01,Night (19:00-07:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,5,22,4.4,4.4,False,False,5,
SH-1380,2024-08-01,Night (19:00-07:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,5,22,4.4,4.4,False,False,5,
SH-1381,2024-08-01,Night (19:00-07:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,3,7,2.33,2.33,False,False,3,
SH-1381,2024-08-01,Night (19:00-07:00),Step-Down,RN-SD-003,Barry White,RN,False,3,7,2.33,2.33,False,False,3,
SH-1381,2024-08-01,Night (19:00-07:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,3,7,2.33,2.33,False,False,3,
SH-1382,2024-08-01,Night (19:00-07:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,4,13,3.25,3.25,False,False,4,
SH-1382,2024-08-01,Night (19:00-07:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,4,13,3.25,3.25,False,False,4,
SH-1382,2024-08-01,Night (19:00-07:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,4,13,3.25,3.25,False,False,4,
SH-1382,2024-08-01,Night (19:00-07:00),Telemetry,RN-TEL-005,Lily Chang,RN,False,4,13,3.25,3.25,False,False,4,
SH-1383,2024-08-01,Night (19:00-07:00),ED,RN-ED-002,Cath Dennis,RN,False,3,11,3.67,3.67,False,False,4,
SH-1383,2024-08-01,Night (19:00-07:00),ED,RN-ED-003,Mike Chan,RN,False,3,11,3.67,3.67,False,False,4,
SH-1383,2024-08-01,Night (19:00-07:00),ED,RN-ED-004,Rosa Diaz,RN,False,3,11,3.67,3.67,False,False,4,
SH-1384,2024-08-01,Night (19:00-07:00),Psychiatric,RN-PSY-002,Amy West,RN,False,3,17,5.67,5.67,False,False,6,
SH-1384,2024-08-01,Night (19:00-07:00),Psychiatric,RN-PSY-003,Raj Patel,PT,False,3,17,5.67,5.67,False,False,6,
SH-1384,2024-08-01,Night (19:00-07:00),Psychiatric,RN-PSY-004,Nina Green,RN,False,3,17,5.67,5.67,False,False,6,
SH-1385,2024-08-02,Day (07:00-19:00),ICU,RN-ICU-001,Sarah Mitchell,RN,False,4,5,1.25,1.25,False,False,2,
SH-1385,2024-08-02,Day (07:00-19:00),ICU,RN-ICU-002,James Park,RN,False,4,5,1.25,1.25,False,False,2,
SH-1385,2024-08-02,Day (07:00-19:00),ICU,RN-ICU-004,Kevin Walsh,RN,False,4,5,1.25,1.25,False,False,2,
SH-1385,2024-08-02,Day (07:00-19:00),ICU,RN-ICU-005,Angela Reyes,RN,False,4,5,1.25,1.25,False,False,2,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-002,Donna Carter,RN,False,6,29,4.83,4.83,False,False,5,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-003,Robert Kim,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-004,Susan Walsh,RN,False,6,29,4.83,4.83,False,False,5,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-005,Michael Brown,RN,False,6,29,4.83,4.83,False,False,5,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-006,Lisa Nguyen,RN,False,6,29,4.83,4.83,False,False,5,
SH-1386,2024-08-02,Day (07:00-19:00),Med/Surg,RN-MS-007,Carlos Ruiz,LVN,False,6,29,4.83,4.83,False,False,5,
SH-1387,2024-08-02,Day (07:00-19:00),Step-Down,RN-SD-002,Cindy Lee,RN,False,4,10,2.5,2.5,False,False,3,
SH-1387,2024-08-02,Day (07:00-19:00),Step-Down,RN-SD-003,Barry White,RN,False,4,10,2.5,2.5,False,False,3,
SH-1387,2024-08-02,Day (07:00-19:00),Step-Down,RN-SD-004,Alma Cruz,RN,False,4,10,2.5,2.5,False,False,3,
SH-1387,2024-08-02,Day (07:00-19:00),Step-Down,RN-SD-005,Phil Owens,RN,False,4,10,2.5,2.5,False,False,3,
SH-1388,2024-08-02,Day (07:00-19:00),Telemetry,RN-TEL-002,Sam Holt,RN,False,5,19,3.8,3.8,False,False,4,
SH-1388,2024-08-02,Day (07:00-19:00),Telemetry,RN-TEL-003,Gina Evans,RN,False,5,19,3.8,3.8,False,False,4,
SH-1388,2024-08-02,Day (07:00-19:00),Telemetry,RN-TEL-004,Nick Cooper,RN,False,5,19,3.8,3.8,False,False,4,
