commit_hash	author_name	author_email	date	repo	message
4042ddeb4ca68e47cd7e640bd19d50df0961829c	Jordan Reyes	jreyes@heliouscloud.io	2020-02-24T12:29:38Z	grafana-dashboards	chore: update prometheus scrape intervals
7688926b3343efd48e02974af6ff5239c4904284	Jordan Reyes	jreyes@heliouscloud.io	2020-03-01T09:38:30Z	alert-rules-v1	docs: document alert routing configuration
849dd1d4508fd5081edfa890a4ddccaa4cf87bfa	Jordan Reyes	jreyes@heliouscloud.io	2020-02-29T11:26:35Z	alert-rules-v1	feat: add grafana annotation for deployment events
239e2b72ec6e417b712983438b38ec77e3cc19ca	Jordan Reyes	jreyes@heliouscloud.io	2020-03-05T15:34:05Z	thanos-setup	feat: add prometheus job for helios-gateway
d565317ef2bb60cdf3d60aa8fc7b95f79567e697	Jordan Reyes	jreyes@heliouscloud.io	2020-03-12T17:01:57Z	helios-internal-infra	fix: correct alert label for env selector
637b319ea28c33e50b6ec9839fd7bdcb973c11db	Jordan Reyes	jreyes@heliouscloud.io	2020-03-12T10:22:52Z	thanos-setup	chore: update grafana dashboard panel configuration
a4fcba14ef57148a829188cb5124c3eced1a577c	Jordan Reyes	jreyes@heliouscloud.io	2020-03-11T15:11:53Z	grafana-dashboards	docs: add comments to thanos configuration
3c91ca718a882f4f2533dd7652a6d8e654075c15	Jordan Reyes	jreyes@heliouscloud.io	2020-03-14T16:23:59Z	helios-internal-infra	refactor: extract common alert helper macros
72219d3f0c4d2817ecfee294bd84ff921bbf34be	Jordan Reyes	jreyes@heliouscloud.io	2020-03-14T09:48:17Z	prometheus-config	feat: add SLO tracking for checkout-api
81f876e7b9a505106d3ad9a475bfdcc64fbc7dbc	Jordan Reyes	jreyes@heliouscloud.io	2020-03-19T12:05:52Z	grafana-dashboards	fix: resolve incorrect retention period in thanos config
713d241e9c33463222df57a9134edbce7d442696	Jordan Reyes	jreyes@heliouscloud.io	2020-03-27T12:14:31Z	alert-rules-v1	chore: update prometheus scrape intervals
ac127b5f77040e8b266012ff0ca50d33abc5bf2a	Jordan Reyes	jreyes@heliouscloud.io	2020-03-21T16:57:45Z	grafana-dashboards	docs: document alert routing configuration
622187c93661527a28288df0481db7088f97223d	Jordan Reyes	jreyes@heliouscloud.io	2020-03-28T15:07:55Z	prometheus-config	feat: add grafana annotation for deployment events
0dddb492320267388823596a8c623c15366492cb	Jordan Reyes	jreyes@heliouscloud.io	2020-04-07T17:12:42Z	prometheus-config	feat: add prometheus job for helios-gateway
a487a53f786775ad79889b4e74f5f884e71410da	Jordan Reyes	jreyes@heliouscloud.io	2020-04-09T11:04:37Z	alert-rules-v1	fix: correct alert label for env selector
ff8c24781d1bd176d8b718fd886192f961f71c4b	Jordan Reyes	jreyes@heliouscloud.io	2020-04-04T13:59:36Z	prometheus-config	chore: update grafana dashboard panel configuration
5570a05e98f139f7206a265dff51b80eef6d1633	Jordan Reyes	jreyes@heliouscloud.io	2020-04-16T12:54:43Z	grafana-dashboards	docs: add comments to thanos configuration
d2e5910557841e8e0b7160425d6b812972f0b837	Jordan Reyes	jreyes@heliouscloud.io	2020-04-16T17:39:16Z	alert-rules-v1	refactor: extract common alert helper macros
3a10ed48ca3c548750e27b899db730bb4b6f42a5	Jordan Reyes	jreyes@heliouscloud.io	2020-04-14T15:41:43Z	helios-internal-infra	feat: add SLO tracking for checkout-api
86f0b8c51554a6bb8209382762c68a53418e8bc6	Jordan Reyes	jreyes@heliouscloud.io	2020-04-24T15:54:26Z	grafana-dashboards	fix: resolve incorrect retention period in thanos config
193a1438a3fe599270bc6e4f58d98dcddfcd752c	Jordan Reyes	jreyes@heliouscloud.io	2020-04-29T16:23:33Z	thanos-setup	chore: update prometheus scrape intervals
38a9b8bdee9b905f46ed86f8c18c17c390f36f82	Jordan Reyes	jreyes@heliouscloud.io	2020-04-30T09:17:58Z	prometheus-config	docs: document alert routing configuration
14964c1c8d0ef759ea9664e2a9c210e1ee3e34b5	Jordan Reyes	jreyes@heliouscloud.io	2020-04-28T09:25:12Z	grafana-dashboards	feat: add grafana annotation for deployment events
01dc4c8118c449461c127c54a09b016490465297	Jordan Reyes	jreyes@heliouscloud.io	2020-05-08T12:44:27Z	helios-internal-infra	feat: add prometheus job for helios-gateway
86ccb28d5daf4e76bfd8387a4af73096ceeecbb7	Jordan Reyes	jreyes@heliouscloud.io	2020-05-03T11:21:19Z	prometheus-config	fix: correct alert label for env selector
47010db7a2b22d5d41e0f3e018ac05ed9f35715f	Jordan Reyes	jreyes@heliouscloud.io	2020-05-07T09:30:27Z	helios-internal-infra	chore: update grafana dashboard panel configuration
7f8076ea9e703af7b0b829944215344eb8997093	Jordan Reyes	jreyes@heliouscloud.io	2020-05-15T14:53:16Z	alert-rules-v1	docs: add comments to thanos configuration
e6cb24dcbe6a1c4cc8d122cc7318c5304f7e2a16	Jordan Reyes	jreyes@heliouscloud.io	2020-05-12T14:53:03Z	prometheus-config	refactor: extract common alert helper macros
f1bc4dcf19c672f53c9bfd869e5bf8dad3fe365c	Jordan Reyes	jreyes@heliouscloud.io	2020-05-13T10:49:38Z	prometheus-config	feat: add SLO tracking for checkout-api
c4f7408f27f3a64df538b6c2b420cc6d2555d634	Jordan Reyes	jreyes@heliouscloud.io	2020-05-21T10:05:03Z	thanos-setup	fix: resolve incorrect retention period in thanos config
dc505cfd703f26d0534ac7e37b85ed21b53dab71	Jordan Reyes	jreyes@heliouscloud.io	2020-05-25T10:50:08Z	alert-rules-v1	chore: update prometheus scrape intervals
213f773c5ba0457eb426ef75a51c213cfa8a8525	Jordan Reyes	jreyes@heliouscloud.io	2020-05-29T09:19:39Z	thanos-setup	docs: document alert routing configuration
df9832b32657f278989703b4969fb6d005d72d12	Jordan Reyes	jreyes@heliouscloud.io	2020-05-30T09:35:03Z	alert-rules-v1	feat: add grafana annotation for deployment events
e6c8af398fa2c774139e769c5074ba81f1734df6	Jordan Reyes	jreyes@heliouscloud.io	2020-06-09T15:14:55Z	helios-internal-infra	feat: add prometheus job for helios-gateway
4e59719da90d0a22e71ca01fb828f0286061c0ba	Jordan Reyes	jreyes@heliouscloud.io	2020-06-11T09:29:24Z	slo-tracker	fix: correct alert label for env selector
ceb1db38d4c08590106d621573cae8053566021f	Jordan Reyes	jreyes@heliouscloud.io	2020-06-17T10:21:41Z	slo-tracker	chore: update grafana dashboard panel configuration
afe59f9f76bf0ceb3b93e28bde9d3544e4a25631	Jordan Reyes	jreyes@heliouscloud.io	2020-06-19T16:33:21Z	helios-internal-infra	docs: add comments to thanos configuration
541e0721981d206f1b7f9474d1b09976f1efccce	Jordan Reyes	jreyes@heliouscloud.io	2020-06-20T10:37:50Z	helios-internal-infra	refactor: extract common alert helper macros
e3b42dee04580af78866bbc5cfe755477eacb031	Jordan Reyes	jreyes@heliouscloud.io	2020-06-28T17:16:22Z	alert-rules-v1	feat: add SLO tracking for checkout-api
9cdfa82b348fc1a56288c108305a90a37bab2ece	Jordan Reyes	jreyes@heliouscloud.io	2020-07-02T16:11:15Z	slo-tracker	fix: resolve incorrect retention period in thanos config
b9d67d6d1ae288bde10a35c068c36278c2189da9	Jordan Reyes	jreyes@heliouscloud.io	2020-06-27T11:19:37Z	helios-internal-infra	chore: update prometheus scrape intervals
32bed6187a34b68e86c83fa545351ad99d89a599	Jordan Reyes	jreyes@heliouscloud.io	2020-07-10T13:37:56Z	grafana-dashboards	docs: document alert routing configuration
52c5bab895bb82a93b9a96fcbebcba58e158ed64	Jordan Reyes	jreyes@heliouscloud.io	2020-07-05T16:19:38Z	prometheus-config	feat: add grafana annotation for deployment events
ed2190ac0bf19589b1e4a5e42514fc4a3052a0a5	Jordan Reyes	jreyes@heliouscloud.io	2020-07-06T17:37:42Z	helios-internal-infra	feat: add prometheus job for helios-gateway
c25ea669ae427b6bc66109570510aac4efe1e36a	Jordan Reyes	jreyes@heliouscloud.io	2020-07-12T17:54:03Z	slo-tracker	fix: correct alert label for env selector
4f90dd2040be5ce4b4f0328276f4e2a55dbeaa46	Jordan Reyes	jreyes@heliouscloud.io	2020-07-19T12:50:04Z	alert-rules-v1	chore: update grafana dashboard panel configuration
3d4bd0dba61b1c03fb8bafed6e5c39c2e92bd038	Jordan Reyes	jreyes@heliouscloud.io	2020-07-28T16:38:44Z	alert-rules-v1	docs: add comments to thanos configuration
185bdcd5aa2bdf3eef6e3df362e75354b377b92c	Jordan Reyes	jreyes@heliouscloud.io	2020-07-29T14:39:19Z	slo-tracker	refactor: extract common alert helper macros
7cd568912cf548dd6d75c6b95b95fa200e6ca76b	Jordan Reyes	jreyes@heliouscloud.io	2020-07-26T16:56:50Z	helios-internal-infra	feat: add SLO tracking for checkout-api
c392a433eae5b8d1800d21c443d5d145a22cbb89	Jordan Reyes	jreyes@heliouscloud.io	2020-08-02T12:44:14Z	helios-internal-infra	fix: resolve incorrect retention period in thanos config
8f26d9acdaeb089191d3014dd98ad84dbb2c4cc0	Jordan Reyes	jreyes@heliouscloud.io	2020-08-02T16:47:49Z	prometheus-config	chore: update prometheus scrape intervals
1311578a5a936cdd84d508f5bd5fd313db8ef915	Jordan Reyes	jreyes@heliouscloud.io	2020-08-14T15:13:25Z	alert-rules-v1	docs: document alert routing configuration
b45564cf746c9fcbc0f149bb8eea29f3c7dafaa3	Jordan Reyes	jreyes@heliouscloud.io	2020-08-08T09:04:22Z	grafana-dashboards	feat: add grafana annotation for deployment events
034fe241862950e8c4bb9efa2f8ffffcb661c31e	Jordan Reyes	jreyes@heliouscloud.io	2020-08-16T16:12:40Z	grafana-dashboards	feat: add prometheus job for helios-gateway
23dec2de7291bc3aa2877025d85b3476c54896eb	Jordan Reyes	jreyes@heliouscloud.io	2020-08-22T12:12:18Z	helios-internal-infra	fix: correct alert label for env selector
ab3b93568f94712d5f406e7017c76a7d7bf98376	Jordan Reyes	jreyes@heliouscloud.io	2020-08-24T11:21:54Z	alert-rules-v1	chore: update grafana dashboard panel configuration
707de437c8b1f70a0a9cedde631ce1a0d2d18e79	Jordan Reyes	jreyes@heliouscloud.io	2020-08-30T11:53:16Z	helios-internal-infra	docs: add comments to thanos configuration
63ba7f0e6a4a2441d3b20efe0f2e36f8c6f855a0	Jordan Reyes	jreyes@heliouscloud.io	2020-09-11T11:24:41Z	alert-rules-v1	refactor: extract common alert helper macros
900e045c49f1a77baccfe14be4790a51a6939b58	Jordan Reyes	jreyes@heliouscloud.io	2020-09-14T13:29:15Z	prometheus-config	feat: add SLO tracking for checkout-api
f0215ad02795ed5147958a248253fa0ae105aa09	Jordan Reyes	jreyes@heliouscloud.io	2020-09-24T17:51:39Z	prometheus-config	fix: resolve incorrect retention period in thanos config
b11b123616e0516767f5e0f765b5be2f3ef4bcc9	Jordan Reyes	jreyes@heliouscloud.io	2020-09-24T10:09:56Z	helios-internal-infra	chore: update prometheus scrape intervals
a600e361d7e204ba2cbc3ae14b8d1ca2c7022f1e	Jordan Reyes	jreyes@heliouscloud.io	2020-09-27T15:44:23Z	slo-tracker	docs: document alert routing configuration
bee9561c3e6dd4ba8b370db6dab356853fad21bd	Jordan Reyes	jreyes@heliouscloud.io	2020-10-08T09:48:39Z	prometheus-config	feat: add grafana annotation for deployment events
8e2196a47c811e8585fd4b639662b2add5a29932	Jordan Reyes	jreyes@heliouscloud.io	2020-10-09T13:50:09Z	slo-tracker	feat: add prometheus job for helios-gateway
c19ce4501eabe6f9609c293144d9bbe0a5dbe4fb	Jordan Reyes	jreyes@heliouscloud.io	2020-10-15T11:54:32Z	grafana-dashboards	fix: correct alert label for env selector
8f20072af82faa885db42d77e0bfffb319cea712	Jordan Reyes	jreyes@heliouscloud.io	2020-10-18T10:50:30Z	alert-rules-v1	chore: update grafana dashboard panel configuration
ff27770b482746d27819d5019caae11f3b140b64	Jordan Reyes	jreyes@heliouscloud.io	2020-10-21T11:32:24Z	helios-internal-infra	docs: add comments to thanos configuration
7ecbff0d865700c6e9af5e1bfb64ad5ea07d16f7	Jordan Reyes	jreyes@heliouscloud.io	2020-10-30T14:31:33Z	slo-tracker	refactor: extract common alert helper macros
12037d56b6fde657357ce6e2a7b47d11e8a58319	Jordan Reyes	jreyes@heliouscloud.io	2020-10-26T14:33:44Z	alert-rules-v1	feat: add SLO tracking for checkout-api
b970744d9a1b6742ad4e7ee894e02537b1a7a3f9	Jordan Reyes	jreyes@heliouscloud.io	2020-10-27T13:37:25Z	thanos-setup	fix: resolve incorrect retention period in thanos config
11d7042183a859acb3128ad800c41ff34197139e	Jordan Reyes	jreyes@heliouscloud.io	2020-11-05T12:14:57Z	helios-internal-infra	chore: update prometheus scrape intervals
a46d25627e347603d11bc7639515fef21f52e5f4	Jordan Reyes	jreyes@heliouscloud.io	2020-11-06T15:13:19Z	prometheus-config	docs: document alert routing configuration
b81d47516bc525abf8866927544fbea1fdb8dd83	Jordan Reyes	jreyes@heliouscloud.io	2020-11-03T11:59:53Z	slo-tracker	feat: add grafana annotation for deployment events
04a126a4dafa5cd508383c653037278b899abc96	Jordan Reyes	jreyes@heliouscloud.io	2020-11-07T10:18:28Z	prometheus-config	feat: add prometheus job for helios-gateway
b32ce4c810bddb341475dd820d8c235b611c1b1b	Jordan Reyes	jreyes@heliouscloud.io	2020-11-08T09:29:32Z	slo-tracker	fix: correct alert label for env selector
52d577a86d68e1b9ea6eabc35f434b3cbdb9f3a8	Jordan Reyes	jreyes@heliouscloud.io	2020-11-10T16:27:26Z	thanos-setup	chore: update grafana dashboard panel configuration
ece66c1c9d8559e34244ae56e74b82770e9252a8	Jordan Reyes	jreyes@heliouscloud.io	2020-11-16T15:01:11Z	grafana-dashboards	docs: add comments to thanos configuration
838b5a1f39a60e9c7ddc3818870758508e19fccf	Jordan Reyes	jreyes@heliouscloud.io	2020-11-16T10:22:57Z	alert-rules-v1	refactor: extract common alert helper macros
7a523f06fbda673b3736773d3d23d2f409a1a651	Jordan Reyes	jreyes@heliouscloud.io	2020-11-25T10:50:17Z	slo-tracker	feat: add SLO tracking for checkout-api
dc77d086791c13d51b91794e2103dc7eaf3568b3	Jordan Reyes	jreyes@heliouscloud.io	2020-11-21T10:23:02Z	helios-internal-infra	fix: resolve incorrect retention period in thanos config
0550fecd82e471603efb1963b306149c78dc1016	Jordan Reyes	jreyes@heliouscloud.io	2020-11-23T14:16:19Z	prometheus-config	chore: update prometheus scrape intervals
364e42a31eb4009536aa51964e6903c335ec3599	Jordan Reyes	jreyes@heliouscloud.io	2020-12-04T12:45:38Z	grafana-dashboards	docs: document alert routing configuration
fa6129edad5093a9c199214418adc0e150e76fa0	Jordan Reyes	jreyes@heliouscloud.io	2020-12-04T17:58:16Z	alert-rules-v1	feat: add grafana annotation for deployment events
b0c67835eb96951fa3c622c6ce82b1468ea3fe2e	Jordan Reyes	jreyes@heliouscloud.io	2020-11-30T14:50:25Z	grafana-dashboards	feat: add prometheus job for helios-gateway
39af588aa12ac72f5fc966538b7cab79b5b8518a	Jordan Reyes	jreyes@heliouscloud.io	2020-12-11T09:30:41Z	alert-rules-v1	fix: correct alert label for env selector
45b48c28d1eb648906d0542aadad541cca4a0b72	Jordan Reyes	jreyes@heliouscloud.io	2020-12-11T15:14:14Z	prometheus-config	chore: update grafana dashboard panel configuration
e74e550db09c63c8d8a3e5d51786fcb1920a7f13	Jordan Reyes	jreyes@heliouscloud.io	2020-12-06T12:33:37Z	thanos-setup	docs: add comments to thanos configuration
4fbe125d5f3222fd0278925eb1d166ad8f6ce1e2	Jordan Reyes	jreyes@heliouscloud.io	2020-12-17T14:50:05Z	thanos-setup	refactor: extract common alert helper macros
093c4ab4ef50e055edf3cfa8284ec81e9c21f550	Jordan Reyes	jreyes@heliouscloud.io	2020-12-13T15:13:28Z	thanos-setup	feat: add SLO tracking for checkout-api
013f4128c0dbe6c2871ef57d621fb75177fb0f35	Jordan Reyes	jreyes@heliouscloud.io	2020-12-19T11:36:55Z	grafana-dashboards	fix: resolve incorrect retention period in thanos config
b5a77c5c92e525b7b0eb2a6ed40a760d9a5070be	Jordan Reyes	jreyes@heliouscloud.io	2020-12-24T16:51:42Z	helios-internal-infra	chore: update prometheus scrape intervals
63b19fd5eb689106cd08b328af64d07c21a3aef7	Jordan Reyes	jreyes@heliouscloud.io	2020-12-21T15:27:43Z	prometheus-config	docs: document alert routing configuration
9f2c5dd4ab2ce373d683c6def957451e9e510730	Jordan Reyes	jreyes@heliouscloud.io	2020-12-30T14:37:01Z	grafana-dashboards	feat: add grafana annotation for deployment events
6185e2b9f20b4141b78f7b826cd7b514780fd045	Jordan Reyes	jreyes@heliouscloud.io	2020-12-26T11:21:36Z	prometheus-config	feat: add prometheus job for helios-gateway
a60b0fa36566287eb46297ba9a85c9207a81bc0e	Jordan Reyes	jreyes@heliouscloud.io	2020-12-30T15:24:13Z	slo-tracker	fix: correct alert label for env selector
ecc2edc6eecd2922581bc6e74f81da557d912eb7	Jordan Reyes	jreyes@heliouscloud.io	2021-01-06T12:30:06Z	thanos-setup	chore: update grafana dashboard panel configuration
84ad522f802139e771c26d41ddde57e422fe7f4c	Jordan Reyes	jreyes@heliouscloud.io	2021-01-14T10:10:06Z	grafana-dashboards	docs: add comments to thanos configuration
6a38c8814a1fa5778a3dab6171426733ab34d9c2	Jordan Reyes	jreyes@heliouscloud.io	2021-01-10T16:01:11Z	helios-internal-infra	refactor: extract common alert helper macros
e4b89cd0e3b4d5e0d46fa5516787369fedf4b36e	Jordan Reyes	jreyes@heliouscloud.io	2021-01-18T12:18:42Z	prometheus-config	feat: add SLO tracking for checkout-api
b8ca28a4444576351cef15807486cbede60f461b	Jordan Reyes	jreyes@heliouscloud.io	2021-01-19T14:33:00Z	helios-internal-infra	fix: resolve incorrect retention period in thanos config
e83fc1be7d5d90c729369405af7d60724832a819	Jordan Reyes	jreyes@heliouscloud.io	2021-01-26T10:08:34Z	prometheus-config	chore: update prometheus scrape intervals
a771b2dcf48435a1824307763982d90b2c291c66	Jordan Reyes	jreyes@heliouscloud.io	2021-01-28T15:57:55Z	helios-internal-infra	docs: document alert routing configuration
9236c30ffa93922fda7f441b82143cc21fbd36a4	Jordan Reyes	jreyes@heliouscloud.io	2021-02-01T16:10:38Z	thanos-setup	feat: add grafana annotation for deployment events
909ccce9b81a860e19e7eab89132ddf4824b841b	Jordan Reyes	jreyes@heliouscloud.io	2021-02-10T17:45:43Z	prometheus-config	feat: add prometheus job for helios-gateway
1b14f9ff559d827ec0c3f2d1c52b723ddfeabf26	Jordan Reyes	jreyes@heliouscloud.io	2021-02-07T11:28:04Z	helios-internal-infra	fix: correct alert label for env selector
7ad0a98ad9b6ba1d57f325e08edc282ce2b27f8a	Jordan Reyes	jreyes@heliouscloud.io	2021-02-19T17:21:58Z	prometheus-config	chore: update grafana dashboard panel configuration
b22ab66f3a0551b7c706df81954960496689d380	Jordan Reyes	jreyes@heliouscloud.io	2021-02-16T16:36:02Z	thanos-setup	docs: add comments to thanos configuration
21c207612a41cb5eb17c339ec2a791023c57f023	Jordan Reyes	jreyes@heliouscloud.io	2021-02-15T16:22:44Z	alert-rules-v1	refactor: extract common alert helper macros
743797c80318880311e39ac9965782125d52c7e7	Jordan Reyes	jreyes@heliouscloud.io	2021-02-23T11:26:15Z	slo-tracker	feat: add SLO tracking for checkout-api
f86fd231992d122046e48286074b9891f27e660e	Jordan Reyes	jreyes@heliouscloud.io	2021-02-24T15:29:24Z	alert-rules-v1	fix: resolve incorrect retention period in thanos config
b5eb1b9cf418c9f32e69929df3efd8abee26253d	Jordan Reyes	jreyes@heliouscloud.io	2021-03-04T10:25:44Z	slo-tracker	chore: update prometheus scrape intervals
98e5566b539ddf68f4db9f9dd663a58837509f5a	Jordan Reyes	jreyes@heliouscloud.io	2021-03-12T13:56:40Z	prometheus-config	docs: document alert routing configuration
8790631fca440706c9b7456f092b99d4afc53041	Jordan Reyes	jreyes@heliouscloud.io	2021-03-13T12:58:31Z	alert-rules-v1	feat: add grafana annotation for deployment events
83375ab7e17f74454713fc7452c85450418b3bbf	Jordan Reyes	jreyes@heliouscloud.io	2021-03-19T10:23:04Z	slo-tracker	feat: add prometheus job for helios-gateway
6b079890ce9efe7af84d72a5965740b9e11d7daf	Jordan Reyes	jreyes@heliouscloud.io	2021-03-17T15:28:10Z	grafana-dashboards	fix: correct alert label for env selector
4cad3a306f880e621161ff2aaeae4918806f0370	Jordan Reyes	jreyes@heliouscloud.io	2021-03-20T09:04:40Z	thanos-setup	chore: update grafana dashboard panel configuration
ef93c3118e488d1c4dc4d9ac4fc2013da2a7c0fd	Jordan Reyes	jreyes@heliouscloud.io	2021-03-25T15:21:47Z	thanos-setup	docs: add comments to thanos configuration
c48796a5de8cb048fa9264d63b88fdf5c74874f0	Jordan Reyes	jreyes@heliouscloud.io	2021-03-21T09:00:16Z	thanos-setup	refactor: extract common alert helper macros
613229e36443e336ec5529356fd9704abfe78dce	Jordan Reyes	jreyes@heliouscloud.io	2021-03-29T16:31:29Z	alert-rules-v1	feat: add SLO tracking for checkout-api
d5743e0ad56a666754492cd423084b34b98765b9	Jordan Reyes	jreyes@heliouscloud.io	2021-04-08T16:08:30Z	prometheus-config	fix: resolve incorrect retention period in thanos config
dec5b61077f21f933effd8c4d922d2cddf9c24fe	Jordan Reyes	jreyes@heliouscloud.io	2021-04-09T11:53:01Z	prometheus-config	chore: update prometheus scrape intervals
66033f3f77975cce1487c9b9a9bd0ae7486a8e77	Jordan Reyes	jreyes@heliouscloud.io	2021-04-04T10:34:47Z	grafana-dashboards	docs: document alert routing configuration
ff8a2850421eaca339a2ba3dc53d79ca55bf4785	Jordan Reyes	jreyes@heliouscloud.io	2021-04-15T13:09:28Z	helios-internal-infra	feat: add grafana annotation for deployment events
8659764d7d5400ce32538136080f4627a7413cd8	Jordan Reyes	jreyes@heliouscloud.io	2021-04-22T17:13:28Z	helios-internal-infra	feat: add prometheus job for helios-gateway
23719da41e8e669d63bae70c7e409cb2f8090b0d	Jordan Reyes	jreyes@heliouscloud.io	2021-04-30T10:24:44Z	slo-tracker	fix: correct alert label for env selector
c51e8c74376702fc450abc26a119586f93665421	Jordan Reyes	jreyes@heliouscloud.io	2021-04-24T09:03:49Z	slo-tracker	chore: update grafana dashboard panel configuration
ec7c1ba4d12e651a8479bf2b08dd625d4c4a62e0	Jordan Reyes	jreyes@heliouscloud.io	2021-04-25T14:58:15Z	prometheus-config	docs: add comments to thanos configuration
8be50fe415b0a873c51aa13fb4d6dfedb7c50957	Jordan Reyes	jreyes@heliouscloud.io	2021-05-04T09:21:52Z	helios-internal-infra	refactor: extract common alert helper macros
4211977826214c0eb73816f5612523df226e1c2a	Jordan Reyes	jreyes@heliouscloud.io	2021-05-08T10:51:53Z	prometheus-config	feat: add SLO tracking for checkout-api
d777f3c95bf1b83c06793f60f0c3ce2fbbb79489	Jordan Reyes	jreyes@heliouscloud.io	2021-05-09T11:02:26Z	alert-rules-v1	fix: resolve incorrect retention period in thanos config
2d0d74863903411b403bdca699e1e167e635ee6c	Jordan Reyes	jreyes@heliouscloud.io	2021-05-14T14:35:40Z	grafana-dashboards	chore: update prometheus scrape intervals
8f08ccb78bb51ac667eb8150b1956f0f83077919	Jordan Reyes	jreyes@heliouscloud.io	2021-05-19T15:07:14Z	thanos-setup	docs: document alert routing configuration
b5a6ff8af2492865ce4680850305cd0036e6b305	Jordan Reyes	jreyes@heliouscloud.io	2021-05-24T09:25:41Z	prometheus-config	feat: add grafana annotation for deployment events
8a78d67081d03087175c67ddcde02d6b6588a86b	Jordan Reyes	jreyes@heliouscloud.io	2021-05-25T16:14:04Z	prometheus-config	feat: add prometheus job for helios-gateway
f3b95152c8e191ee1eef9cb687be7e233a05a36a	Jordan Reyes	jreyes@heliouscloud.io	2021-06-03T14:02:04Z	slo-tracker	fix: correct alert label for env selector
cc9d5aa03f00d79513b63cdc709db1046016b8d6	Jordan Reyes	jreyes@heliouscloud.io	2021-06-01T16:06:45Z	grafana-dashboards	chore: update grafana dashboard panel configuration
b2f099cfb2630682d96c746c9032bcab0b70fe85	Jordan Reyes	jreyes@heliouscloud.io	2021-06-06T10:38:20Z	grafana-dashboards	docs: add comments to thanos configuration
78792ee0e465df4149489157fdbd7443e851fd64	Jordan Reyes	jreyes@heliouscloud.io	2021-06-10T11:21:11Z	thanos-setup	refactor: extract common alert helper macros
753cb2768d5cc6e0481f2627a42ed69a5daf10ac	Jordan Reyes	jreyes@heliouscloud.io	2021-06-10T16:04:21Z	grafana-dashboards	feat: add SLO tracking for checkout-api
a07ca7fb785201938eccbf65b98d63fcb32c113e	Jordan Reyes	jreyes@heliouscloud.io	2021-06-15T17:40:47Z	thanos-setup	fix: resolve incorrect retention period in thanos config
7ea515623365fea39cbce22b927a15192a43bba7	Jordan Reyes	jreyes@heliouscloud.io	2021-06-16T09:14:01Z	alert-rules-v1	chore: update prometheus scrape intervals
29c997b4949d3b76c9d12549b9f711217e88b1e4	Jordan Reyes	jreyes@heliouscloud.io	2021-06-12T12:47:27Z	grafana-dashboards	docs: document alert routing configuration
22279f7329da85799fa34ed0550a7dc493c62b81	Jordan Reyes	jreyes@heliouscloud.io	2021-06-19T11:23:31Z	helios-internal-infra	feat: add grafana annotation for deployment events
543d3e189ac2bbbc66585e64c1d508795acb76d6	Jordan Reyes	jreyes@heliouscloud.io	2021-06-20T12:41:02Z	thanos-setup	feat: add prometheus job for helios-gateway
d6e76370d1e66249263d50253a8af9f14c30d65e	Jordan Reyes	jreyes@heliouscloud.io	2021-06-24T16:47:56Z	slo-tracker	fix: correct alert label for env selector
c0503f8e86ca21119cbf30c2dc8730f12f8a0be6	Jordan Reyes	jreyes@heliouscloud.io	2021-06-28T09:33:50Z	alert-rules-v1	chore: update grafana dashboard panel configuration
8e0f7a1f3cf62720fdabdbcd1aab0b351fdf6abf	Jordan Reyes	jreyes@heliouscloud.io	2021-06-30T09:14:54Z	grafana-dashboards	docs: add comments to thanos configuration
922cdae52bb9ec0e86dea66d78632d527fc2936e	Jordan Reyes	jreyes@heliouscloud.io	2019-01-01T14:15:13Z	helios-internal-infra	feat: add prometheus job for helios-gateway (helios ref #50)
000b0c2df3eb1f7e1d5a48d2fdc539c3102ee05a	Jordan Reyes	jreyes@heliouscloud.io	2019-01-02T12:51:43Z	prometheus-config	fix: correct alert label for env selector (helios ref #51)
66814727f48050e46407f36e314a9e6aa37fabd6	Jordan Reyes	jreyes@heliouscloud.io	2019-01-03T12:38:55Z	grafana-dashboards	chore: update grafana dashboard panel configuration (helios ref #52)
d7e36bf37f61340f09b5b9d6ad8fc2a507e2e291	Jordan Reyes	jreyes@heliouscloud.io	2019-01-04T14:11:28Z	thanos-setup	docs: add comments to thanos configuration (helios ref #53)
117b7c215df4b899c53583ec58079d8fd350e9e4	Jordan Reyes	jreyes@heliouscloud.io	2019-01-05T10:55:31Z	slo-tracker	refactor: extract common alert helper macros (helios ref #54)
5ced71191697154c9e9a673b01412690a7c4a207	Jordan Reyes	jreyes@heliouscloud.io	2019-01-06T12:03:40Z	alert-rules-v1	feat: add SLO tracking for checkout-api (helios ref #55)
4a5d8288520291727ccaa6666d340a437224a935	Jordan Reyes	jreyes@heliouscloud.io	2019-01-07T12:08:05Z	helios-internal-infra	fix: resolve incorrect retention period in thanos config (helios ref #56)
b7892738f6b46ece293c4daa8f014dfdd2d389fc	Jordan Reyes	jreyes@heliouscloud.io	2019-01-08T17:53:50Z	prometheus-config	chore: update prometheus scrape intervals (helios ref #57)
16ec3240ad510902c94ad25a9d6ddd0212027560	Jordan Reyes	jreyes@heliouscloud.io	2019-01-09T12:32:05Z	grafana-dashboards	docs: document alert routing configuration (helios ref #58)
f9dcce81f614c8bdb507c9b99bc9e57638752145	Jordan Reyes	jreyes@heliouscloud.io	2019-01-10T16:19:10Z	thanos-setup	feat: add grafana annotation for deployment events (helios ref #59)
