customer_id,name,email,phone,dob,ssn_hash,account_tier
CUS000444,Customer Name 444,user444@example.com,+1-555-0444,1984-01-25,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000445,Customer Name 445,user445@example.com,+1-555-0445,1985-02-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000446,Customer Name 446,user446@example.com,+1-555-0446,1986-03-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000447,Customer Name 447,user447@example.com,+1-555-0447,1987-04-28,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000448,Customer Name 448,user448@example.com,+1-555-0448,1988-05-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000449,Customer Name 449,user449@example.com,+1-555-0449,1989-06-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000450,Customer Name 450,user450@example.com,+1-555-0450,1990-07-03,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000451,Customer Name 451,user451@example.com,+1-555-0451,1991-08-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000452,Customer Name 452,user452@example.com,+1-555-0452,1992-09-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000453,Customer Name 453,user453@example.com,+1-555-0453,1993-10-06,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000454,Customer Name 454,user454@example.com,+1-555-0454,1994-11-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000455,Customer Name 455,user455@example.com,+1-555-0455,1995-12-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000456,Customer Name 456,user456@example.com,+1-555-0456,1996-01-09,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000457,Customer Name 457,user457@example.com,+1-555-0457,1997-02-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000458,Customer Name 458,user458@example.com,+1-555-0458,1998-03-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000459,Customer Name 459,user459@example.com,+1-555-0459,1999-04-12,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000460,Customer Name 460,user460@example.com,+1-555-0460,2000-05-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000461,Customer Name 461,user461@example.com,+1-555-0461,2001-06-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000462,Customer Name 462,user462@example.com,+1-555-0462,2002-07-15,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000463,Customer Name 463,user463@example.com,+1-555-0463,2003-08-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000464,Customer Name 464,user464@example.com,+1-555-0464,2004-09-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000465,Customer Name 465,user465@example.com,+1-555-0465,2005-10-18,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000466,Customer Name 466,user466@example.com,+1-555-0466,2006-11-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000467,Customer Name 467,user467@example.com,+1-555-0467,2007-12-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000468,Customer Name 468,user468@example.com,+1-555-0468,2008-01-21,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000469,Customer Name 469,user469@example.com,+1-555-0469,2009-02-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000470,Customer Name 470,user470@example.com,+1-555-0470,2010-03-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000471,Customer Name 471,user471@example.com,+1-555-0471,2011-04-24,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000472,Customer Name 472,user472@example.com,+1-555-0472,2012-05-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000473,Customer Name 473,user473@example.com,+1-555-0473,2013-06-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000474,Customer Name 474,user474@example.com,+1-555-0474,2014-07-27,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000475,Customer Name 475,user475@example.com,+1-555-0475,2015-08-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000476,Customer Name 476,user476@example.com,+1-555-0476,2016-09-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000477,Customer Name 477,user477@example.com,+1-555-0477,2017-10-02,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000478,Customer Name 478,user478@example.com,+1-555-0478,2018-11-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000479,Customer Name 479,user479@example.com,+1-555-0479,2019-12-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000480,Customer Name 480,user480@example.com,+1-555-0480,1980-01-05,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000481,Customer Name 481,user481@example.com,+1-555-0481,1981-02-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000482,Customer Name 482,user482@example.com,+1-555-0482,1982-03-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000483,Customer Name 483,user483@example.com,+1-555-0483,1983-04-08,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000484,Customer Name 484,user484@example.com,+1-555-0484,1984-05-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000485,Customer Name 485,user485@example.com,+1-555-0485,1985-06-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000486,Customer Name 486,user486@example.com,+1-555-0486,1986-07-11,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000487,Customer Name 487,user487@example.com,+1-555-0487,1987-08-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000488,Customer Name 488,user488@example.com,+1-555-0488,1988-09-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000489,Customer Name 489,user489@example.com,+1-555-0489,1989-10-14,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000490,Customer Name 490,user490@example.com,+1-555-0490,1990-11-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000491,Customer Name 491,user491@example.com,+1-555-0491,1991-12-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000492,Customer Name 492,user492@example.com,+1-555-0492,1992-01-17,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000493,Customer Name 493,user493@example.com,+1-555-0493,1993-02-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000494,Customer Name 494,user494@example.com,+1-555-0494,1994-03-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000495,Customer Name 495,user495@example.com,+1-555-0495,1995-04-20,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000496,Customer Name 496,user496@example.com,+1-555-0496,1996-05-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000497,Customer Name 497,user497@example.com,+1-555-0497,1997-06-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000498,Customer Name 498,user498@example.com,+1-555-0498,1998-07-23,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000499,Customer Name 499,user499@example.com,+1-555-0499,1999-08-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000500,Customer Name 500,user500@example.com,+1-555-0500,2000-09-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000501,Customer Name 501,user501@example.com,+1-555-0501,2001-10-26,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000502,Customer Name 502,user502@example.com,+1-555-0502,2002-11-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000503,Customer Name 503,user503@example.com,+1-555-0503,2003-12-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000504,Customer Name 504,user504@example.com,+1-555-0504,2004-01-01,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000505,Customer Name 505,user505@example.com,+1-555-0505,2005-02-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000506,Customer Name 506,user506@example.com,+1-555-0506,2006-03-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000507,Customer Name 507,user507@example.com,+1-555-0507,2007-04-04,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000508,Customer Name 508,user508@example.com,+1-555-0508,2008-05-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000509,Customer Name 509,user509@example.com,+1-555-0509,2009-06-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000510,Customer Name 510,user510@example.com,+1-555-0510,2010-07-07,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000511,Customer Name 511,user511@example.com,+1-555-0511,2011-08-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000512,Customer Name 512,user512@example.com,+1-555-0512,2012-09-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000513,Customer Name 513,user513@example.com,+1-555-0513,2013-10-10,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000514,Customer Name 514,user514@example.com,+1-555-0514,2014-11-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000515,Customer Name 515,user515@example.com,+1-555-0515,2015-12-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000516,Customer Name 516,user516@example.com,+1-555-0516,2016-01-13,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000517,Customer Name 517,user517@example.com,+1-555-0517,2017-02-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000518,Customer Name 518,user518@example.com,+1-555-0518,2018-03-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000519,Customer Name 519,user519@example.com,+1-555-0519,2019-04-16,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000520,Customer Name 520,user520@example.com,+1-555-0520,1980-05-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000521,Customer Name 521,user521@example.com,+1-555-0521,1981-06-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000522,Customer Name 522,user522@example.com,+1-555-0522,1982-07-19,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000523,Customer Name 523,user523@example.com,+1-555-0523,1983-08-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000524,Customer Name 524,user524@example.com,+1-555-0524,1984-09-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000525,Customer Name 525,user525@example.com,+1-555-0525,1985-10-22,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000526,Customer Name 526,user526@example.com,+1-555-0526,1986-11-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000527,Customer Name 527,user527@example.com,+1-555-0527,1987-12-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000528,Customer Name 528,user528@example.com,+1-555-0528,1988-01-25,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000529,Customer Name 529,user529@example.com,+1-555-0529,1989-02-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000530,Customer Name 530,user530@example.com,+1-555-0530,1990-03-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000531,Customer Name 531,user531@example.com,+1-555-0531,1991-04-28,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000532,Customer Name 532,user532@example.com,+1-555-0532,1992-05-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000533,Customer Name 533,user533@example.com,+1-555-0533,1993-06-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000534,Customer Name 534,user534@example.com,+1-555-0534,1994-07-03,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000535,Customer Name 535,user535@example.com,+1-555-0535,1995-08-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000536,Customer Name 536,user536@example.com,+1-555-0536,1996-09-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000537,Customer Name 537,user537@example.com,+1-555-0537,1997-10-06,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000538,Customer Name 538,user538@example.com,+1-555-0538,1998-11-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000539,Customer Name 539,user539@example.com,+1-555-0539,1999-12-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000540,Customer Name 540,user540@example.com,+1-555-0540,2000-01-09,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000541,Customer Name 541,user541@example.com,+1-555-0541,2001-02-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000542,Customer Name 542,user542@example.com,+1-555-0542,2002-03-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000543,Customer Name 543,user543@example.com,+1-555-0543,2003-04-12,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000544,Customer Name 544,user544@example.com,+1-555-0544,2004-05-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000545,Customer Name 545,user545@example.com,+1-555-0545,2005-06-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000546,Customer Name 546,user546@example.com,+1-555-0546,2006-07-15,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000547,Customer Name 547,user547@example.com,+1-555-0547,2007-08-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000548,Customer Name 548,user548@example.com,+1-555-0548,2008-09-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000549,Customer Name 549,user549@example.com,+1-555-0549,2009-10-18,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000550,Customer Name 550,user550@example.com,+1-555-0550,2010-11-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000551,Customer Name 551,user551@example.com,+1-555-0551,2011-12-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000552,Customer Name 552,user552@example.com,+1-555-0552,2012-01-21,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000553,Customer Name 553,user553@example.com,+1-555-0553,2013-02-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000554,Customer Name 554,user554@example.com,+1-555-0554,2014-03-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000555,Customer Name 555,user555@example.com,+1-555-0555,2015-04-24,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000556,Customer Name 556,user556@example.com,+1-555-0556,2016-05-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000557,Customer Name 557,user557@example.com,+1-555-0557,2017-06-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000558,Customer Name 558,user558@example.com,+1-555-0558,2018-07-27,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000559,Customer Name 559,user559@example.com,+1-555-0559,2019-08-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000560,Customer Name 560,user560@example.com,+1-555-0560,1980-09-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000561,Customer Name 561,user561@example.com,+1-555-0561,1981-10-02,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000562,Customer Name 562,user562@example.com,+1-555-0562,1982-11-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000563,Customer Name 563,user563@example.com,+1-555-0563,1983-12-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000564,Customer Name 564,user564@example.com,+1-555-0564,1984-01-05,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000565,Customer Name 565,user565@example.com,+1-555-0565,1985-02-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000566,Customer Name 566,user566@example.com,+1-555-0566,1986-03-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000567,Customer Name 567,user567@example.com,+1-555-0567,1987-04-08,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000568,Customer Name 568,user568@example.com,+1-555-0568,1988-05-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000569,Customer Name 569,user569@example.com,+1-555-0569,1989-06-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000570,Customer Name 570,user570@example.com,+1-555-0570,1990-07-11,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000571,Customer Name 571,user571@example.com,+1-555-0571,1991-08-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000572,Customer Name 572,user572@example.com,+1-555-0572,1992-09-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000573,Customer Name 573,user573@example.com,+1-555-0573,1993-10-14,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000574,Customer Name 574,user574@example.com,+1-555-0574,1994-11-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000575,Customer Name 575,user575@example.com,+1-555-0575,1995-12-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000576,Customer Name 576,user576@example.com,+1-555-0576,1996-01-17,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000577,Customer Name 577,user577@example.com,+1-555-0577,1997-02-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000578,Customer Name 578,user578@example.com,+1-555-0578,1998-03-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000579,Customer Name 579,user579@example.com,+1-555-0579,1999-04-20,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000580,Customer Name 580,user580@example.com,+1-555-0580,2000-05-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000581,Customer Name 581,user581@example.com,+1-555-0581,2001-06-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000582,Customer Name 582,user582@example.com,+1-555-0582,2002-07-23,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000583,Customer Name 583,user583@example.com,+1-555-0583,2003-08-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000584,Customer Name 584,user584@example.com,+1-555-0584,2004-09-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000585,Customer Name 585,user585@example.com,+1-555-0585,2005-10-26,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000586,Customer Name 586,user586@example.com,+1-555-0586,2006-11-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000587,Customer Name 587,user587@example.com,+1-555-0587,2007-12-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000588,Customer Name 588,user588@example.com,+1-555-0588,2008-01-01,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000589,Customer Name 589,user589@example.com,+1-555-0589,2009-02-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000590,Customer Name 590,user590@example.com,+1-555-0590,2010-03-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000591,Customer Name 591,user591@example.com,+1-555-0591,2011-04-04,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000592,Customer Name 592,user592@example.com,+1-555-0592,2012-05-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000593,Customer Name 593,user593@example.com,+1-555-0593,2013-06-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000594,Customer Name 594,user594@example.com,+1-555-0594,2014-07-07,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000595,Customer Name 595,user595@example.com,+1-555-0595,2015-08-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000596,Customer Name 596,user596@example.com,+1-555-0596,2016-09-09,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000597,Customer Name 597,user597@example.com,+1-555-0597,2017-10-10,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000598,Customer Name 598,user598@example.com,+1-555-0598,2018-11-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000599,Customer Name 599,user599@example.com,+1-555-0599,2019-12-12,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000600,Customer Name 600,user600@example.com,+1-555-0600,1980-01-13,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000601,Customer Name 601,user601@example.com,+1-555-0601,1981-02-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000602,Customer Name 602,user602@example.com,+1-555-0602,1982-03-15,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000603,Customer Name 603,user603@example.com,+1-555-0603,1983-04-16,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000604,Customer Name 604,user604@example.com,+1-555-0604,1984-05-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000605,Customer Name 605,user605@example.com,+1-555-0605,1985-06-18,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000606,Customer Name 606,user606@example.com,+1-555-0606,1986-07-19,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000607,Customer Name 607,user607@example.com,+1-555-0607,1987-08-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000608,Customer Name 608,user608@example.com,+1-555-0608,1988-09-21,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000609,Customer Name 609,user609@example.com,+1-555-0609,1989-10-22,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000610,Customer Name 610,user610@example.com,+1-555-0610,1990-11-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000611,Customer Name 611,user611@example.com,+1-555-0611,1991-12-24,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000612,Customer Name 612,user612@example.com,+1-555-0612,1992-01-25,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000613,Customer Name 613,user613@example.com,+1-555-0613,1993-02-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000614,Customer Name 614,user614@example.com,+1-555-0614,1994-03-27,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000615,Customer Name 615,user615@example.com,+1-555-0615,1995-04-28,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000616,Customer Name 616,user616@example.com,+1-555-0616,1996-05-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000617,Customer Name 617,user617@example.com,+1-555-0617,1997-06-02,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000618,Customer Name 618,user618@example.com,+1-555-0618,1998-07-03,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000619,Customer Name 619,user619@example.com,+1-555-0619,1999-08-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000620,Customer Name 620,user620@example.com,+1-555-0620,2000-09-05,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000621,Customer Name 621,user621@example.com,+1-555-0621,2001-10-06,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000622,Customer Name 622,user622@example.com,+1-555-0622,2002-11-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000623,Customer Name 623,user623@example.com,+1-555-0623,2003-12-08,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000624,Customer Name 624,user624@example.com,+1-555-0624,2004-01-09,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000625,Customer Name 625,user625@example.com,+1-555-0625,2005-02-10,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000626,Customer Name 626,user626@example.com,+1-555-0626,2006-03-11,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000627,Customer Name 627,user627@example.com,+1-555-0627,2007-04-12,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000628,Customer Name 628,user628@example.com,+1-555-0628,2008-05-13,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000629,Customer Name 629,user629@example.com,+1-555-0629,2009-06-14,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000630,Customer Name 630,user630@example.com,+1-555-0630,2010-07-15,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000631,Customer Name 631,user631@example.com,+1-555-0631,2011-08-16,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000632,Customer Name 632,user632@example.com,+1-555-0632,2012-09-17,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000633,Customer Name 633,user633@example.com,+1-555-0633,2013-10-18,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000634,Customer Name 634,user634@example.com,+1-555-0634,2014-11-19,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000635,Customer Name 635,user635@example.com,+1-555-0635,2015-12-20,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000636,Customer Name 636,user636@example.com,+1-555-0636,2016-01-21,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000637,Customer Name 637,user637@example.com,+1-555-0637,2017-02-22,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000638,Customer Name 638,user638@example.com,+1-555-0638,2018-03-23,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000639,Customer Name 639,user639@example.com,+1-555-0639,2019-04-24,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000640,Customer Name 640,user640@example.com,+1-555-0640,1980-05-25,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000641,Customer Name 641,user641@example.com,+1-555-0641,1981-06-26,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000642,Customer Name 642,user642@example.com,+1-555-0642,1982-07-27,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000643,Customer Name 643,user643@example.com,+1-555-0643,1983-08-28,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000644,Customer Name 644,user644@example.com,+1-555-0644,1984-09-01,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000645,Customer Name 645,user645@example.com,+1-555-0645,1985-10-02,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000646,Customer Name 646,user646@example.com,+1-555-0646,1986-11-03,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000647,Customer Name 647,user647@example.com,+1-555-0647,1987-12-04,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000648,Customer Name 648,user648@example.com,+1-555-0648,1988-01-05,a1b2c3d4e5f6a1b2c3d4e5f6,PREMIUM
CUS000649,Customer Name 649,user649@example.com,+1-555-0649,1989-02-06,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
CUS000650,Customer Name 650,user650@example.com,+1-555-0650,1990-03-07,a1b2c3d4e5f6a1b2c3d4e5f6,STANDARD
